0.9244555,0,0,84.25,55.5835,0,-0.1585787,-0.4536621,-0.8769513,0.1071667,-0.3461802,-0.9320272,0.04951008,-0.35794,-0.932431,-0.01145867,-0.3036041,-0.9527293,0.01177648,-0.233392,-0.9723114,1,1,1,1,1,32.15053,66.80802,73.43276,67.63921,52.58816,18.7135,8.783703,10.08966,45.47279,B
1,0,0,83.83751,54.6761,0,-0.2190738,-0.3087738,-0.9255622,0.02776685,-0.2357644,-0.9714135,-0.0327703,-0.2934821,-0.9554027,-0.08751293,-0.2486039,-0.9646437,-0.07508805,-0.2055973,-0.9757518,1,1,1,1,1,31.40227,65.41397,72.15648,66.71382,52.44807,17.96856,8.73062,10.41182,45.55721,B
1,0,0,83.17989,54.45337,0,-0.2612298,-0.3275219,-0.9080135,0.005281246,-0.2123133,-0.9771874,-0.04550617,-0.2521063,-0.966629,-0.08872531,-0.2016599,-0.9754287,-0.0649086,-0.1684059,-0.9835783,1,1,1,1,1,29.94162,63.35799,70.04992,64.88715,51.15635,17.70876,8.892859,10.41996,45.23464,B
1,0,0,83.14937,53.57555,0,-0.2627304,-0.3297464,-0.9067745,-0.009774071,-0.2267175,-0.9739115,-0.05633524,-0.260334,-0.9638737,-0.1054382,-0.2184843,-0.9701275,-0.08434403,-0.188726,-0.9784011,1,1,1,1,1,29.84109,62.67092,69.36922,64.21906,50.66391,17.50261,8.758544,10.47931,44.78436,B
1,0,0,83.3156,53.34315,0,-0.2723028,-0.3372875,-0.9011595,-0.02405579,-0.217685,-0.9757226,-0.06440201,-0.246713,-0.9669462,-0.1142222,-0.2140462,-0.9701225,-0.09096102,-0.1851572,-0.9784901,1,1,1,1,1,29.64784,62.77767,69.66994,64.58421,51.08264,17.51046,8.760381,10.75092,44.9099,B
1,0,0,83.32873,53.99939,0,-0.2760275,-0.3344173,-0.9010959,-0.02424593,-0.2406895,-0.9702993,-0.06441755,-0.2663476,-0.9617221,-0.1141195,-0.2298031,-0.9665233,-0.09373681,-0.2032583,-0.9746278,1,1,1,1,1,29.7175,62.63325,69.45364,64.39059,50.89149,17.44175,8.727953,10.67052,44.96244,B
1,0,0,83.3293,53.97493,0,-0.2946394,-0.3226229,-0.899501,-0.03794379,-0.2242249,-0.9737985,-0.07937127,-0.2521265,-0.9644337,-0.1275192,-0.2123962,-0.9688275,-0.09526616,-0.182232,-0.9786295,1,1,1,1,1,29.81376,62.74089,69.60101,64.52085,51.05996,17.57558,8.743134,10.77377,45.2248,B
1,0,0,83.32933,53.90951,0,-0.284407,-0.3473296,-0.8935742,-0.02792641,-0.2488522,-0.9681388,-0.06685087,-0.267347,-0.9612786,-0.1221535,-0.2452953,-0.9617217,-0.09927442,-0.2075128,-0.973182,1,1,1,1,1,29.24476,62.55028,69.4631,64.30886,50.87664,17.36696,8.677049,10.77872,44.82994,B
1,0,0,83.32933,53.86158,0,-0.278116,-0.3488114,-0.8949761,-0.025784,-0.2496523,-0.9679922,-0.06590639,-0.2679723,-0.9611697,-0.1223941,-0.2461618,-0.9614697,-0.09377651,-0.2058646,-0.9740769,1,1,1,1,1,29.32742,62.61069,69.44888,64.22453,50.82606,17.43381,8.688926,10.65606,44.77155,B
1,0,0,83.32933,53.99248,0,-0.2821649,-0.3472274,-0.8943244,-0.02732448,-0.2601858,-0.9651718,-0.0709677,-0.2843019,-0.9561046,-0.1261612,-0.2555257,-0.9585353,-0.09813708,-0.214776,-0.9717203,1,1,1,1,1,29.51271,62.59489,69.31594,64.10628,50.71708,17.42201,8.689922,10.51692,44.81206,B
